prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,distance,KNeighborsClassifier,,9,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,SelectKBest,,2,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,4,,2,1,3,entropy,previous_constraint,-inf
features_discretization_normalization_imputation_classification,,False,,False,RobustScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,2,1,,2,2,1,entropy,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,2,KBinsDiscretizer,,kmeans,6,ordinal,,DecisionTreeClassifier,best,,3,2,,2,1,3,gini,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.5577175697865353
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.5577175697865353
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,PCA,2,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,3,1,,3,1,2,gini,success,0.5275862068965516
normalization_imputation_features_discretization_classification,True,,False,,StandardScaler,FunctionTransformer,,,,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
discretization_features_normalization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,5,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,constant,descending,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,2,1,,4,2,3,entropy,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,PowerTransformer,IterativeImputer,,most_frequent,descending,SelectKBest,,3,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,descending,PCA,1,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,4,1,,4,1,3,gini,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5546798029556651
imputation_discretization_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,3,,2,1,1,entropy,previous_constraint,-inf
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,4,ordinal,uniform,KNeighborsClassifier,,6,,,minkowski,,,,,success,0.5305418719211823
discretization_imputation_normalization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,FunctionTransformer,,,,SelectKBest,,3,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,False,,True,RobustScaler,FunctionTransformer,,,,PCA,1,,KBinsDiscretizer,,uniform,3,ordinal,uniform,KNeighborsClassifier,,16,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,PCA,1,,KBinsDiscretizer,,quantile,6,ordinal,,DecisionTreeClassifier,random,,4,1,,2,1,2,entropy,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,True,,False,,StandardScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,PowerTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,4,,4,2,2,entropy,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,random,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,4,3,,2,1,2,entropy,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,True,,True,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,4,1,,4,2,3,gini,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,False,,True,RobustScaler,FunctionTransformer,,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,,DecisionTreeClassifier,random,,4,4,,3,1,3,gini,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,True,,True,RobustScaler,FunctionTransformer,,,,PCA,2,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,18,,,euclidean,,,,,success,0.5305418719211823
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,4,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,4,,3,2,3,gini,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,MinMaxScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,5.0,,,,,DecisionTreeClassifier,random,,4,4,,4,2,1,gini,success,0.5546798029556651
discretization_features_imputation_normalization_classification,False,,True,,StandardScaler,IterativeImputer,,constant,roman,SelectKBest,,3,KBinsDiscretizer,,uniform,6,ordinal,distance,KNeighborsClassifier,,18,,,euclidean,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,4,3,,2,1,1,gini,success,0.5192939244663383
imputation_normalization_discretization_features_classification,,False,,False,RobustScaler,IterativeImputer,,most_frequent,random,SelectKBest,,1,Binarizer,5.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,success,0.5394909688013136
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,6,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.5192939244663383
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,11,,,manhattan,,,,,success,0.5577175697865353
discretization_normalization_features_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,7,,,manhattan,,,,,success,0.5546798029556651
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,8,,,manhattan,,,,,success,0.524712643678161
features_imputation_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,8,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,7,,,manhattan,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,distance,KNeighborsClassifier,,11,,,euclidean,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,kmeans,5,ordinal,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,uniform,5,ordinal,distance,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,False,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,KBinsDiscretizer,,uniform,3,ordinal,,DecisionTreeClassifier,best,,2,1,,4,2,2,entropy,success,0.524712643678161
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,roman,FunctionTransformer,,,KBinsDiscretizer,,kmeans,6,ordinal,,GaussianNB,,,,,,,,,,success,0.5192939244663383
normalization_features_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,success,0.5300492610837437
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,15,,,manhattan,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,uniform,KNeighborsClassifier,,14,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,6,ordinal,distance,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,13,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,distance,KNeighborsClassifier,,16,,,manhattan,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,KBinsDiscretizer,,quantile,5,ordinal,uniform,KNeighborsClassifier,,12,,,manhattan,,,,,previous_constraint,-inf
