prototype,normalization__with_std,normalization__with_scaling,normalization__with_mean,normalization__with_centering,normalization__type,imputation__type,imputation__strategy,imputation__initial_strategy,imputation__imputation_order,features__type,features__n_components,features__k,discretization__type,discretization__threshold,discretization__strategy,discretization__n_bins,discretization__encode,classification__weights,classification__type,classification__splitter,classification__n_neighbors,classification__min_samples_split,classification__min_samples_leaf,classification__metric,classification__max_leaf_nodes,classification__max_features,classification__max_depth,classification__criterion,balanced_accuracy__status,balanced_accuracy__balanced_accuracy
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5138752052545156
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,success,0.5298850574712644
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5435139573070608
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,euclidean,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5454022988505748
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5490968801313629
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,arabic,PCA,1,,FunctionTransformer,,,,,,DecisionTreeClassifier,random,,3,1,,2,1,3,entropy,success,0.552791461412151
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,manhattan,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,euclidean,,,,,success,0.5651067323481117
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5341543513957306
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.55
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5270114942528736
normalization_imputation_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,success,0.521264367816092
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,success,0.5533661740558292
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,,,,FunctionTransformer,SimpleImputer,constant,,,SelectKBest,,2,KBinsDiscretizer,,kmeans,3,ordinal,,DecisionTreeClassifier,best,,2,1,,4,2,1,gini,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,MinMaxScaler,SimpleImputer,most_frequent,,,SelectKBest,,2,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,3,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,,,,,FunctionTransformer,IterativeImputer,,most_frequent,roman,SelectKBest,,3,KBinsDiscretizer,,uniform,3,ordinal,,DecisionTreeClassifier,best,,2,4,,2,2,3,entropy,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5353037766830869
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,fail,-inf
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5223316912972085
discretization_imputation_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,7,,,minkowski,,,,,success,0.5564860426929392
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,success,0.5132183908045977
discretization_normalization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
features_discretization_imputation_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_imputation_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5343185550082101
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.5493431855500821
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,7,,,minkowski,,,,,previous_constraint,-inf
normalization_features_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,13,,,minkowski,,,,,previous_constraint,-inf
imputation_features_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
normalization_features_discretization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,euclidean,,,,,success,0.5533661740558292
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,9,,,minkowski,,,,,success,0.5269293924466337
features_imputation_discretization_normalization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
features_discretization_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,success,0.535303776683087
normalization_features_imputation_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,PCA,3,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
imputation_normalization_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,8,,,minkowski,,,,,success,0.5454022988505748
imputation_normalization_discretization_features_classification,,,,,MinMaxScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,0.0,,,,,DecisionTreeClassifier,random,,2,2,,2,1,3,gini,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,12,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,False,,True,RobustScaler,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,success,0.5353037766830869
discretization_features_normalization_imputation_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
imputation_discretization_features_normalization_classification,,,,,MinMaxScaler,IterativeImputer,,constant,descending,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,2,1,,2,2,1,gini,success,0.5347290640394088
imputation_discretization_normalization_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,9,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,11,,,minkowski,,,,,previous_constraint,-inf
normalization_imputation_discretization_features_classification,True,,True,,StandardScaler,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
normalization_discretization_features_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,FunctionTransformer,,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,4,,4,2,1,entropy,previous_constraint,-inf
features_imputation_discretization_normalization_classification,,True,,True,RobustScaler,FunctionTransformer,,,,SelectKBest,,1,FunctionTransformer,,,,,distance,KNeighborsClassifier,,10,,,minkowski,,,,,previous_constraint,-inf
imputation_normalization_features_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
imputation_discretization_normalization_features_classification,False,,True,,StandardScaler,FunctionTransformer,,,,SelectKBest,,1,KBinsDiscretizer,,quantile,6,ordinal,,GaussianNB,,,,,,,,,,success,0.5530377668308704
imputation_normalization_discretization_features_classification,,True,,True,RobustScaler,FunctionTransformer,,,,PCA,1,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,13,,,minkowski,,,,,success,0.521264367816092
features_imputation_discretization_normalization_classification,,True,,True,RobustScaler,SimpleImputer,most_frequent,,,SelectKBest,,1,FunctionTransformer,,,,,uniform,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,False,,False,RobustScaler,FunctionTransformer,,,,PCA,2,,KBinsDiscretizer,,kmeans,3,ordinal,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,FunctionTransformer,,,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,18,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,FunctionTransformer,,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,18,,,manhattan,,,,,previous_constraint,-inf
discretization_imputation_normalization_features_classification,True,,False,,StandardScaler,FunctionTransformer,,,,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,,,,FunctionTransformer,SimpleImputer,most_frequent,,,SelectKBest,,1,Binarizer,5.0,,,,distance,KNeighborsClassifier,,4,,,minkowski,,,,,previous_constraint,-inf
discretization_features_imputation_normalization_classification,True,,True,,StandardScaler,IterativeImputer,,constant,ascending,SelectKBest,,3,Binarizer,2.0,,,,uniform,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
features_normalization_imputation_discretization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,3,1,,3,1,3,entropy,previous_constraint,-inf
discretization_features_normalization_imputation_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,0.0,,,,,DecisionTreeClassifier,best,,3,3,,3,2,3,entropy,previous_constraint,-inf
discretization_features_imputation_normalization_classification,,,,,PowerTransformer,SimpleImputer,most_frequent,,,PCA,3,,FunctionTransformer,,,,,,DecisionTreeClassifier,best,,4,1,,2,1,3,entropy,previous_constraint,-inf
discretization_imputation_normalization_features_classification,,,,,PowerTransformer,SimpleImputer,constant,,,PCA,1,,Binarizer,0.5,,,,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
normalization_discretization_imputation_features_classification,,False,,True,RobustScaler,SimpleImputer,most_frequent,,,PCA,1,,Binarizer,0.0,,,,distance,KNeighborsClassifier,,3,,,minkowski,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,PCA,2,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,2,,4,2,2,entropy,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,distance,KNeighborsClassifier,,3,,,euclidean,,,,,previous_constraint,-inf
discretization_normalization_imputation_features_classification,True,,True,,StandardScaler,IterativeImputer,,most_frequent,random,FunctionTransformer,,,Binarizer,0.0,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
discretization_normalization_features_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,PCA,3,,Binarizer,5.0,,,,,DecisionTreeClassifier,best,,2,3,,4,1,2,entropy,previous_constraint,-inf
discretization_imputation_features_normalization_classification,,,,,PowerTransformer,SimpleImputer,constant,,,SelectKBest,,2,Binarizer,0.5,,,,distance,KNeighborsClassifier,,9,,,euclidean,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
features_imputation_normalization_discretization_classification,,,,,MinMaxScaler,IterativeImputer,,most_frequent,descending,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,2,Binarizer,5.0,,,,distance,KNeighborsClassifier,,10,,,euclidean,,,,,previous_constraint,-inf
imputation_features_normalization_discretization_classification,,False,,False,RobustScaler,SimpleImputer,constant,,,SelectKBest,,2,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
imputation_features_normalization_discretization_classification,,True,,False,RobustScaler,IterativeImputer,,most_frequent,arabic,SelectKBest,,3,FunctionTransformer,,,,,,GaussianNB,,,,,,,,,,fail,-inf
normalization_imputation_features_discretization_classification,True,,True,,StandardScaler,SimpleImputer,constant,,,FunctionTransformer,,,FunctionTransformer,,,,,distance,KNeighborsClassifier,,11,,,euclidean,,,,,previous_constraint,-inf
features_normalization_discretization_imputation_classification,,,,,MinMaxScaler,IterativeImputer,,constant,roman,SelectKBest,,1,Binarizer,5.0,,,,uniform,KNeighborsClassifier,,10,,,manhattan,,,,,previous_constraint,-inf
